proc SET_BOLS
{ flat field data file written by the SURF       task EXTRACT_FLAT 
{ Written on: Thu Jan 17 12:48:28 2002                                                                                              
{ Extracted from file 20010311_dem_0052                                                                                                                   
{ Original flatfield name: jcmtdata_dir:lwswphot.dat                                                       
 
{      Name Type         dU3         dU4         Calib       Theta       A           B         Qual
 SETBOL A1  SHORT        0.5708E+02 -0.2814E+02  0.1286E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A2  SHORT        0.4590E+02 -0.3591E+02  0.9311E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A3  SHORT        0.3615E+02 -0.4146E+02  0.9499E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A4  SHORT        0.2464E+02 -0.4962E+02  0.1002E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A5  SHORT        0.1455E+02 -0.5628E+02  0.9585E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A6  SHORT        0.3620E+01 -0.6315E+02  0.1115E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A7  SHORT        0.5638E+02 -0.1661E+02  0.1000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A8  SHORT        0.4508E+02 -0.2315E+02  0.1126E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A9  SHORT        0.3495E+02 -0.3012E+02  0.1089E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A10 SHORT        0.2240E+02 -0.3762E+02  0.1107E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A11 SHORT        0.1314E+02 -0.4396E+02  0.1203E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A12 SHORT        0.2812E+01 -0.5070E+02  0.1067E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A13 SHORT       -0.7590E+01 -0.5808E+02  0.9114E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A14 SHORT        0.5559E+02 -0.4683E+01  0.9639E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A15 SHORT        0.4502E+02 -0.1081E+02  0.1068E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL A16 SHORT        0.3296E+02 -0.1807E+02  0.1170E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B1  SHORT        0.2224E+02 -0.2456E+02  0.1102E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B2  SHORT        0.1165E+02 -0.3120E+02  0.1157E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B3  SHORT        0.2000E+01 -0.3855E+02  0.9660E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B4  SHORT       -0.9089E+01 -0.4490E+02  0.1076E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B5  SHORT       -0.1951E+02 -0.5160E+02  0.9298E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B6  SHORT        0.5585E+02  0.7780E+01  0.1088E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B7  SHORT        0.4489E+02  0.9322E+00  0.1020E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B8  SHORT        0.3283E+02 -0.5420E+01  0.1112E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B9  SHORT        0.2169E+02 -0.1181E+02  0.1019E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B10 SHORT        0.1166E+02 -0.1921E+02  0.1063E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B11 SHORT        0.7480E+00 -0.2610E+02  0.1017E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B12 SHORT       -0.1013E+02 -0.3228E+02  0.1085E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B13 SHORT       -0.2043E+02 -0.3952E+02  0.1112E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B14 SHORT       -0.2907E+02 -0.4586E+02  0.9829E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B15 SHORT        0.5681E+02  0.2020E+02  0.9500E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL B16 SHORT        0.4512E+02  0.1323E+02  0.1090E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C1  SHORT        0.3315E+02  0.7096E+01  0.1004E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C2  SHORT        0.2194E+02  0.7400E+00  0.1066E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C3  SHORT        0.1091E+02 -0.6110E+01  0.1044E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C4  SHORT        0.2756E+00 -0.1215E+02  0.1254E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C5  SHORT       -0.1075E+02 -0.1977E+02  0.1111E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C6  SHORT       -0.2075E+02 -0.2666E+02  0.1075E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C7  SHORT       -0.3146E+02 -0.3298E+02  0.1287E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C8  SHORT       -0.4124E+02 -0.4042E+02  0.9000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C9  SHORT        0.5849E+02  0.3141E+02  0.1326E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C10 SHORT        0.4631E+02  0.2581E+02  0.1066E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C11 SHORT        0.3388E+02  0.2000E+02  0.1229E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C12 SHORT        0.2248E+02  0.1267E+02  0.1401E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C13 SHORT        0.1116E+02  0.6479E+01  0.1062E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C14 SHORT        0.0000E+00  0.0000E+00  0.1000E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C15 SHORT       -0.1116E+02 -0.6479E+01  0.1130E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL C16 SHORT       -0.2215E+02 -0.1332E+02  0.1101E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL D1  SHORT       -0.3139E+02 -0.2045E+02  0.1157E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL D2  SHORT       -0.4220E+02 -0.2734E+02  0.1175E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL D3  SHORT       -0.5298E+02 -0.3271E+02  0.1142E+01  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
 SETBOL D4  SHORT        0.4815E+02  0.3794E+02  0.9828E+00  0.0000E+00  0.0000E+00  0.0000E+00  0   0.0 0  UNK                     
